Annual_Income,Monthly_Average_Spend,Transactions_Per_Month,Online_Offline_Spend_Ratio,Travel_Spend_Ratio,Dining_Spend_Ratio,Transaction_Summary,Reward_Tier
825621,10419,65,0.25,0.22,0.28,restaurant visit,Basic
679293,90536,53,0.92,0.1,0.08,online shopping,Basic
354710,67255,51,0.86,0.11,0.03,online shopping,Basic
242382,33398,43,0.78,0.01,0.18,online shopping,Basic
856671,44363,93,0.46,0.33,0.47,hotel stay & restaurant visit,Gold
659610,37262,86,0.32,0.56,0.26,flight booking,Basic
661727,80850,10,0.88,0.43,0.4,international travel & restaurant visit & electronics purchase,Basic
973965,21602,87,0.66,0.6,0.29,international travel & electronics purchase,Basic
1093360,52289,57,0.3,0.55,0.48,hotel stay & restaurant visit,Gold
731863,47829,80,0.46,0.3,0.18,hotel stay,Gold
714850,66536,29,0.88,0.29,0.03,electronics purchase,Gold
925035,47919,69,0.9,0.38,0.39,international travel & fine dining & electronics purchase,Platinum
460766,14835,9,0.66,0.07,0.35,fine dining & online shopping,Basic
855788,44977,69,0.73,0.36,0.26,flight booking & electronics purchase,Gold
937971,30556,12,0.04,0.28,0.16,restaurant visit,Basic
970057,51591,43,0.6,0.39,0.09,international travel & online shopping,Gold
315811,78683,47,0.69,0.34,0.24,hotel stay & online shopping,Basic
609661,15211,86,0.02,0.19,0.33,fine dining,Basic
580434,33995,77,0.84,0.36,0.29,hotel stay & electronics purchase,Basic
824971,38946,9,0.93,0.22,0.22,electronics purchase,Basic
920186,42367,8,0.24,0.12,0.27,fuel refill,Platinum
1174177,64802,97,0.85,0.41,0.05,flight booking & electronics purchase,Gold
676258,46529,5,0.67,0.18,0.35,restaurant visit & online shopping,Basic
675606,58316,98,0.58,0.53,0.37,international travel & fine dining & online shopping,Basic
1087418,37484,60,0.84,0.12,0.01,online shopping,Basic
874144,54598,49,0.29,0.36,0.14,international travel,Gold
1116912,65555,69,0.79,0.34,0.05,flight booking & electronics purchase,Platinum
872182,35354,7,0.31,0.12,0.5,restaurant visit,Basic
510720,65627,26,0.79,0.26,0.3,electronics purchase,Platinum
466717,51047,76,0.45,0.41,0.23,hotel stay,Basic
412121,70909,60,0.12,0.19,0.23,fuel refill,Platinum
965512,45971,22,0.38,0.07,0.48,fine dining,Gold
1097149,57624,29,0.23,0.37,0.33,international travel & restaurant visit,Gold
1262340,49187,52,0.1,0.13,0.08,fine dining,Gold
1010776,48075,88,0.11,0.41,0.22,flight booking,Gold
1090709,55178,35,0.78,0.5,0.39,flight booking & restaurant visit & electronics purchase,Gold
654995,60736,34,0.88,0.07,0.21,electronics purchase,Basic
510896,25008,84,0.93,0.26,0.15,electronics purchase,Basic
1012519,78672,70,0.85,0.27,0.5,restaurant visit & online shopping,Gold
904420,12806,85,0.83,0.38,0.47,flight booking & fine dining & online shopping,Basic
826861,36303,14,0.07,0.2,0.47,fine dining,Basic
896842,48114,75,0.79,0.25,0.07,online shopping,Gold
880796,58247,63,0.78,0.01,0.12,online shopping,Gold
1120954,81523,55,0.13,0.07,0.22,online shopping,Gold
1123746,12834,13,0.66,0.34,0.42,hotel stay & fine dining & online shopping,Basic
936055,39846,58,0.45,0.13,0.37,fine dining,Basic
1011450,7463,66,0.9,0.09,0.42,fine dining & electronics purchase,Basic
928515,50632,85,0.7,0.19,0.46,restaurant visit & electronics purchase,Gold
684707,55433,13,0.95,0.1,0.39,restaurant visit & online shopping,Basic
989141,81815,13,0.1,0.04,0.13,restaurant visit,Gold
451376,52412,28,0.04,0.17,0.14,international travel,Basic
1063472,70880,43,0.97,0.1,0.18,electronics purchase,Gold
501369,61676,79,0.08,0.48,0.15,flight booking,Basic
871450,41295,12,0.39,0.04,0.12,electronics purchase,Gold
588711,21820,29,0.65,0.45,0.38,flight booking & fine dining & online shopping,Basic
938347,55500,70,0.88,0.23,0.02,online shopping,Platinum
791518,20157,14,0.25,0.41,0.36,international travel & fine dining,Basic
401311,75904,28,0.03,0.03,0.41,fine dining,Basic
905174,46758,84,0.52,0.55,0.03,hotel stay & online shopping,Gold
655519,73903,87,0.47,0.46,0.03,flight booking,Basic
1020286,40395,63,0.31,0.08,0.14,fine dining,Gold
800331,55377,35,0.87,0.13,0.1,online shopping,Gold
898855,54186,15,0.75,0.39,0.29,hotel stay & online shopping,Gold
560607,49099,10,0.86,0.55,0.34,flight booking & fine dining & electronics purchase,Basic
652666,41346,74,0.16,0.27,0.32,restaurant visit,Platinum
685340,57849,36,0.69,0.29,0.18,online shopping,Basic
1014175,31476,43,0.98,0.14,0.25,online shopping,Basic
1219344,25811,52,0.61,0.23,0.32,fine dining & online shopping,Basic
598707,74856,17,0.17,0.17,0.06,movie tickets,Basic
1069212,64543,63,1.0,0.21,0.11,online shopping,Gold
257580,51317,71,0.53,0.01,0.45,restaurant visit & online shopping,Basic
501452,83302,60,0.84,0.02,0.17,electronics purchase,Platinum
560305,44644,45,0.15,0.41,0.4,flight booking & fine dining,Basic
461872,76454,60,0.67,0.41,0.13,hotel stay & online shopping,Basic
404102,53511,39,0.91,0.2,0.02,online shopping,Basic
903249,29504,42,0.53,0.53,0.25,flight booking & online shopping,Basic
746483,86960,85,0.29,0.16,0.45,fine dining,Gold
894851,69814,71,0.13,0.24,0.41,fine dining,Gold
972618,47579,38,0.3,0.44,0.13,international travel,Gold
866404,64543,80,0.35,0.45,0.45,hotel stay & fine dining,Gold
964440,41925,92,0.71,0.52,0.24,flight booking & online shopping,Gold
782616,66582,74,0.18,0.02,0.02,electronics purchase,Gold
503251,5000,15,0.11,0.11,0.01,international travel,Basic
1064453,29603,31,0.39,0.38,0.24,hotel stay,Platinum
652721,69585,52,0.46,0.2,0.27,fuel refill,Basic
566100,45006,28,0.63,0.03,0.04,online shopping,Basic
755520,54150,22,0.71,0.35,0.46,international travel & fine dining & online shopping,Gold
571797,23064,31,0.89,0.24,0.36,fine dining & online shopping,Basic
695642,86957,58,0.29,0.22,0.4,fine dining,Basic
886013,73810,59,0.53,0.16,0.29,online shopping,Gold
887085,45986,25,0.37,0.0,0.33,restaurant visit,Gold
575542,41906,63,0.0,0.11,0.19,fine dining,Basic
678073,70592,38,0.58,0.28,0.34,fine dining & online shopping,Basic
1068583,89649,62,0.82,0.17,0.49,fine dining & electronics purchase,Gold
924100,69075,52,0.04,0.52,0.32,hotel stay & fine dining,Gold
1318766,93436,58,0.0,0.09,0.17,restaurant visit,Gold
1095032,31552,22,0.73,0.53,0.14,international travel & online shopping,Basic
1086073,33612,7,0.68,0.24,0.48,fine dining & electronics purchase,Basic
453032,26221,28,0.41,0.17,0.09,online shopping,Basic
990965,58835,5,0.66,0.18,0.4,restaurant visit & online shopping,Gold
786723,53512,10,0.95,0.2,0.23,online shopping,Gold
662254,46960,23,0.25,0.3,0.22,hotel stay,Basic
842003,66185,90,0.25,0.21,0.37,fine dining,Gold
1036302,74646,47,0.19,0.39,0.07,hotel stay,Gold
925207,19486,12,0.72,0.26,0.23,online shopping,Basic
580381,38060,73,0.35,0.4,0.02,hotel stay,Platinum
985614,66402,56,0.99,0.36,0.34,flight booking & fine dining & electronics purchase,Gold
640603,40645,77,0.71,0.15,0.03,electronics purchase,Basic
854170,34035,51,0.37,0.49,0.04,international travel,Basic
724162,70370,89,0.15,0.48,0.42,hotel stay & fine dining,Gold
745283,24209,32,0.59,0.59,0.22,flight booking & electronics purchase,Basic
991560,43968,50,0.29,0.11,0.1,restaurant visit,Gold
539951,56572,8,0.91,0.51,0.3,flight booking & electronics purchase,Basic
1286298,38523,92,0.44,0.52,0.26,hotel stay,Basic
344728,65663,12,0.29,0.39,0.21,hotel stay,Basic
650583,38622,65,0.59,0.3,0.45,international travel & restaurant visit & electronics purchase,Basic
892552,78172,21,0.14,0.57,0.37,flight booking & restaurant visit,Gold
946078,47485,38,0.56,0.58,0.08,hotel stay & electronics purchase,Gold
774881,63425,24,0.06,0.39,0.29,flight booking,Gold
785652,64920,84,0.61,0.22,0.04,online shopping,Gold
902637,37449,78,0.53,0.49,0.12,hotel stay & electronics purchase,Basic
742232,8930,38,0.52,0.05,0.45,fine dining & online shopping,Basic
1148295,57215,47,0.68,0.17,0.23,electronics purchase,Gold
1009837,51445,14,0.04,0.59,0.45,international travel & fine dining,Platinum
1018206,61116,98,0.46,0.49,0.08,hotel stay,Gold
558460,45469,34,0.44,0.56,0.1,hotel stay,Basic
780152,41391,29,0.46,0.36,0.18,international travel,Gold
724883,90169,61,0.98,0.24,0.18,online shopping,Gold
548599,20552,67,0.14,0.59,0.37,flight booking & fine dining,Basic
890041,64679,75,0.69,0.19,0.3,electronics purchase,Gold
665588,38507,51,0.4,0.45,0.28,hotel stay,Basic
963850,43284,88,0.51,0.33,0.3,international travel & fine dining & online shopping,Gold
532452,43657,85,0.76,0.14,0.37,fine dining & electronics purchase,Basic
1229760,33931,7,0.16,0.01,0.45,fine dining,Basic
575916,61424,50,0.76,0.23,0.21,electronics purchase,Basic
854825,77812,40,0.07,0.33,0.4,flight booking & restaurant visit,Gold
997964,59400,30,0.48,0.11,0.25,hotel stay,Gold
657339,52067,14,0.74,0.25,0.36,fine dining & electronics purchase,Basic
1013117,30271,38,0.19,0.37,0.44,international travel & restaurant visit,Basic
492704,60336,82,0.77,0.43,0.02,hotel stay & electronics purchase,Basic
1163029,93126,12,0.17,0.03,0.27,online shopping,Gold
803537,42386,59,0.8,0.4,0.49,hotel stay & restaurant visit & electronics purchase,Gold
650897,42480,95,0.47,0.03,0.25,restaurant visit,Basic
725204,38778,14,0.68,0.02,0.43,restaurant visit & online shopping,Basic
1002229,40211,61,0.92,0.09,0.09,electronics purchase,Gold
653886,5000,83,0.41,0.39,0.3,flight booking & fine dining,Basic
612660,58100,90,0.23,0.03,0.44,restaurant visit,Basic
744615,33088,49,0.87,0.01,0.22,electronics purchase,Basic
505759,17794,54,0.16,0.07,0.24,restaurant visit,Basic
1255135,65063,68,0.63,0.57,0.04,flight booking & online shopping,Gold
658401,28359,99,0.92,0.54,0.02,flight booking & online shopping,Basic
1007904,43226,6,0.67,0.05,0.23,online shopping,Gold
852367,79328,49,0.2,0.18,0.42,fine dining,Gold
553866,21815,99,0.15,0.57,0.47,hotel stay & fine dining,Basic
798511,19348,66,0.25,0.06,0.33,fine dining,Basic
996000,55386,18,0.39,0.06,0.41,restaurant visit,Gold
752934,72989,78,0.16,0.05,0.37,restaurant visit,Gold
1098278,18513,98,0.8,0.59,0.35,flight booking & restaurant visit & online shopping,Basic
1055378,58153,19,0.36,0.45,0.38,flight booking & restaurant visit,Gold
1029728,61619,18,0.94,0.13,0.25,electronics purchase,Gold
685085,8816,35,0.84,0.03,0.23,online shopping,Basic
530039,65970,33,0.91,0.58,0.08,hotel stay & electronics purchase,Basic
646603,67532,31,0.29,0.26,0.42,restaurant visit,Basic
849060,43764,89,0.57,0.36,0.02,international travel & electronics purchase,Gold
936446,75046,13,0.32,0.17,0.13,movie tickets,Gold
257107,72729,24,0.26,0.46,0.26,hotel stay,Basic
797971,52062,62,0.61,0.12,0.49,fine dining & online shopping,Gold
839522,40971,83,0.82,0.47,0.39,hotel stay & fine dining & electronics purchase,Gold
730613,30543,92,0.09,0.14,0.18,restaurant visit,Basic
1122818,49248,53,0.28,0.06,0.36,restaurant visit,Gold
905445,61395,61,0.21,0.29,0.47,restaurant visit,Gold
1127547,43516,20,0.8,0.49,0.27,hotel stay & electronics purchase,Gold
746009,6049,79,0.93,0.23,0.23,online shopping,Platinum
1034369,75374,12,0.08,0.02,0.28,flight booking,Gold
1208766,53804,71,0.38,0.33,0.16,flight booking,Gold
1127923,42407,23,0.91,0.41,0.45,international travel & restaurant visit & online shopping,Gold
526964,67143,71,0.34,0.44,0.4,hotel stay & restaurant visit,Basic
736580,80492,40,0.71,0.24,0.35,fine dining & electronics purchase,Gold
713708,5000,93,0.1,0.06,0.29,online shopping,Basic
922313,58685,64,0.44,0.35,0.48,hotel stay & fine dining,Gold
971588,21467,40,0.5,0.2,0.15,electronics purchase,Basic
590276,59982,15,0.76,0.57,0.14,international travel & electronics purchase,Basic
816959,52558,55,0.29,0.3,0.12,hotel stay,Gold
295018,62714,84,0.26,0.28,0.37,fine dining,Basic
1160486,40015,59,0.3,0.19,0.4,fine dining,Gold
671906,12535,58,0.56,0.2,0.3,electronics purchase,Basic
813965,40992,21,0.88,0.31,0.33,hotel stay & restaurant visit & electronics purchase,Gold
722587,58136,66,0.83,0.18,0.17,electronics purchase,Platinum
1086506,70307,46,0.06,0.54,0.02,hotel stay,Gold
200000,26563,28,0.88,0.26,0.13,electronics purchase,Basic
795847,70541,21,0.1,0.18,0.29,flight booking,Gold
773545,37042,52,0.42,0.09,0.41,fine dining,Basic
686590,57248,88,0.77,0.4,0.39,international travel & fine dining & online shopping,Basic
1231556,39802,90,0.08,0.02,0.09,fuel refill,Basic
578167,53643,74,0.04,0.27,0.03,fuel refill,Basic
992949,67837,11,0.33,0.33,0.43,international travel & fine dining,Gold
889063,25459,18,0.73,0.2,0.04,electronics purchase,Basic
1115379,36401,15,0.52,0.45,0.2,hotel stay & online shopping,Basic
633202,53699,16,0.42,0.41,0.05,hotel stay,Platinum
616757,98031,9,0.81,0.58,0.28,hotel stay & electronics purchase,Basic
1074017,32736,9,0.77,0.31,0.18,hotel stay & electronics purchase,Basic
906330,90802,24,0.79,0.32,0.1,flight booking & online shopping,Gold
413765,90088,58,0.46,0.15,0.3,grocery shopping,Basic
665173,48053,59,0.02,0.23,0.18,grocery shopping,Platinum
896595,44036,62,0.17,0.02,0.08,electronics purchase,Gold
1009441,36158,83,0.74,0.41,0.35,international travel & fine dining & online shopping,Basic
630192,48635,94,0.75,0.19,0.42,restaurant visit & online shopping,Basic
200000,21865,34,0.97,0.32,0.14,hotel stay & online shopping,Basic
930805,48475,28,0.19,0.15,0.09,flight booking,Gold
494919,79937,91,0.12,0.37,0.04,international travel,Basic
295665,37778,77,0.14,0.27,0.26,fuel refill,Basic
200000,45185,7,0.18,0.29,0.42,fine dining,Platinum
1003495,15977,52,0.53,0.57,0.13,hotel stay & electronics purchase,Basic
832154,57481,75,0.98,0.42,0.23,international travel & electronics purchase,Gold
743585,55289,26,0.59,0.16,0.08,electronics purchase,Gold
1147256,51274,18,0.52,0.3,0.2,flight booking & electronics purchase,Gold
959331,45663,52,0.67,0.28,0.01,online shopping,Gold
1204075,44144,33,0.07,0.48,0.46,hotel stay & restaurant visit,Gold
451816,60038,54,0.82,0.5,0.34,international travel & restaurant visit & electronics purchase,Basic
791362,49423,84,0.65,0.17,0.17,online shopping,Gold
395821,56299,14,0.17,0.49,0.44,hotel stay & fine dining,Basic
742654,54299,75,0.63,0.11,0.09,online shopping,Gold
737846,72468,93,0.6,0.46,0.04,hotel stay & electronics purchase,Platinum
956653,63539,31,0.06,0.15,0.47,restaurant visit,Gold
811390,53857,83,0.27,0.18,0.15,fine dining,Gold
955851,80368,32,0.39,0.51,0.47,international travel & restaurant visit,Gold
975860,58405,13,0.24,0.25,0.32,restaurant visit,Gold
1338732,76099,75,0.24,0.59,0.49,hotel stay & fine dining,Gold
721175,62138,84,0.57,0.09,0.38,restaurant visit & online shopping,Gold
564744,13161,30,0.47,0.28,0.05,movie tickets,Basic
861520,76096,85,0.67,0.44,0.43,flight booking & restaurant visit & electronics purchase,Gold
599429,52703,91,0.96,0.0,0.07,online shopping,Basic
1170490,48960,12,0.66,0.09,0.35,restaurant visit & electronics purchase,Gold
729195,55626,6,0.58,0.01,0.25,online shopping,Gold
658605,43100,99,0.85,0.6,0.35,international travel & fine dining & online shopping,Basic
682171,54540,61,0.63,0.46,0.38,international travel & restaurant visit & electronics purchase,Basic
979604,38162,56,0.17,0.22,0.4,fine dining,Basic
760563,75485,62,0.31,0.09,0.42,restaurant visit,Gold
639583,47728,97,0.73,0.05,0.42,restaurant visit & online shopping,Basic
1216337,42348,7,0.74,0.32,0.21,hotel stay & online shopping,Gold
585957,31501,12,0.99,0.59,0.44,international travel & restaurant visit & electronics purchase,Basic
808891,55375,63,0.63,0.4,0.36,hotel stay & restaurant visit & online shopping,Gold
963076,53742,6,0.9,0.22,0.42,restaurant visit & electronics purchase,Gold
392166,57768,99,0.05,0.3,0.49,hotel stay & restaurant visit,Basic
920065,29454,66,0.57,0.6,0.06,international travel & online shopping,Basic
536223,17976,53,0.92,0.31,0.19,flight booking & online shopping,Basic
1005695,62511,24,0.29,0.58,0.4,international travel & restaurant visit,Gold
559337,79692,33,0.15,0.01,0.04,grocery shopping,Basic
973192,29472,21,0.35,0.43,0.27,international travel,Basic
1076458,81788,78,0.79,0.38,0.43,international travel & restaurant visit & electronics purchase,Gold
1015359,55678,26,0.08,0.41,0.01,international travel,Platinum
862829,49858,10,0.6,0.34,0.47,international travel & restaurant visit & online shopping,Gold
742174,42049,66,0.14,0.03,0.49,fine dining,Platinum
655895,22309,35,0.44,0.09,0.16,fuel refill,Basic
1167758,69754,66,0.97,0.55,0.38,hotel stay & fine dining & online shopping,Gold
625126,34487,16,0.2,0.14,0.06,fine dining,Basic
540733,34403,16,0.03,0.6,0.39,international travel & restaurant visit,Basic
966342,69838,67,0.43,0.41,0.24,hotel stay,Gold
600965,12340,20,0.58,0.27,0.43,restaurant visit & electronics purchase,Basic
562484,19528,29,0.3,0.55,0.11,flight booking,Basic
439098,49637,26,0.54,0.48,0.34,international travel & fine dining & electronics purchase,Basic
679272,55865,95,0.95,0.26,0.39,restaurant visit & electronics purchase,Basic
779321,59694,92,0.31,0.04,0.1,fine dining,Gold
860772,43964,80,0.31,0.52,0.41,hotel stay & fine dining,Gold
1037826,100607,22,0.48,0.46,0.48,hotel stay & fine dining,Gold
931724,45442,49,0.52,0.47,0.31,flight booking & fine dining & online shopping,Platinum
752281,45384,84,0.0,0.45,0.39,flight booking & fine dining,Gold
750451,34060,72,0.62,0.17,0.27,electronics purchase,Basic
927539,52478,16,1.0,0.52,0.3,hotel stay & electronics purchase,Gold
1118142,62299,53,0.29,0.0,0.01,movie tickets,Gold
831578,74071,37,0.63,0.14,0.26,electronics purchase,Gold
682717,20214,90,0.0,0.03,0.29,online shopping,Basic
551783,45080,67,0.6,0.07,0.34,fine dining & online shopping,Basic
438698,58934,22,0.45,0.32,0.08,flight booking,Basic
966567,61741,58,0.53,0.02,0.12,electronics purchase,Gold
944494,50130,31,0.54,0.11,0.38,fine dining & online shopping,Gold
944340,60848,87,0.18,0.14,0.08,electronics purchase,Gold
767835,33820,82,0.77,0.39,0.21,hotel stay & online shopping,Basic
1151733,81158,29,0.56,0.28,0.13,online shopping,Gold
678970,69852,38,0.27,0.28,0.27,restaurant visit,Basic
1038817,23101,92,0.94,0.46,0.49,flight booking & fine dining & online shopping,Basic
790314,28497,64,0.01,0.27,0.43,restaurant visit,Basic
647912,29061,58,0.73,0.21,0.13,electronics purchase,Platinum
948132,63559,91,0.38,0.58,0.18,flight booking,Gold
902409,24305,9,0.52,0.0,0.46,restaurant visit & electronics purchase,Basic
889243,43379,40,0.29,0.18,0.45,fine dining,Gold
820319,59094,58,0.32,0.37,0.08,hotel stay,Gold
790526,48676,92,0.02,0.47,0.41,international travel & fine dining,Gold
1397092,55177,40,0.73,0.49,0.15,flight booking & online shopping,Gold
1096064,28683,73,0.71,0.03,0.27,online shopping,Basic
980706,61897,43,0.65,0.43,0.0,international travel & electronics purchase,Gold
827949,37735,74,0.88,0.43,0.5,hotel stay & fine dining & online shopping,Basic
1051789,43507,8,0.9,0.13,0.38,fine dining & electronics purchase,Gold
